,region_name,tree_type_name,forest_type_name,land_loss,unit_name,uncertainty,creation_date,modified_date,validity_date,source_name,region_id,forest_type_id,tree_type_id,unit_id,source_id
14274,Occitanie,Mixed,Open and closed forest,-5530.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,9,3,3,26,2
14275,Occitanie,Total,Closed forest,-5180.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,9,2,4,26,2
14276,Occitanie,Total,Open and closed forest,-4960.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,9,3,4,26,2
14277,Hauts de France,Coniferous,Closed forest,-5350.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,10,2,2,26,2
14278,Hauts de France,Coniferous,Open and closed forest,-5350.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,10,3,2,26,2
14279,Hauts de France,Deciduous,Closed forest,-5630.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,10,2,1,26,2
14280,Hauts de France,Deciduous,Open and closed forest,-5570.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,10,3,1,26,2
14281,Hauts de France,Mixed,Closed forest,-4970.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,10,2,3,26,2
14282,Hauts de France,Mixed,Open and closed forest,-4930.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,10,3,3,26,2
14283,Hauts de France,Total,Closed forest,-4540.0,kgCO2e/ha.an,50%,2019-11-01,2019-11-01,2023-01-01,ADEME,10,2,4,26,2
