,country,region,dept_id,city,address,heat_cycle,creation_date,modified_date,validity_date,archived,emissions,uncertainty,unit,source
11660,France,Rhône-Alpes,69,Rillieux-la-Pape,Réseau de Rillieux-la-Pape ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.128,30%,kgCO2e/kWh,Legifrance
11661,France,Rhône-Alpes,69,Gleize,Belleroche Ouest ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.069,30%,kgCO2e/kWh,Legifrance
11662,France,Rhône-Alpes,69,Lyon,Mermoz Sud ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.185,30%,kgCO2e/kWh,Legifrance
11663,France,Rhône-Alpes,69,Rillieux-la-Pape,Domaine de la Roue ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.235,30%,kgCO2e/kWh,Legifrance
11664,France,Rhône-Alpes,69,Sathonay-Camp,Réseau de Sathonay-Camp ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.063,30%,kgCO2e/kWh,Legifrance
11665,France,Rhône-Alpes,69,La Tour-de-Salvagny,Réseau de La Tour-de-Salvagny ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.055,30%,kgCO2e/kWh,Legifrance
11666,France,Rhône-Alpes,69,Lamure-sur-Azergues,Réseau de Lamure-sur-Azergues ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.14536585365853658,30%,kgCO2e/kWh,Legifrance
11667,France,Franche-Comté,70,Gray,ZUP des Capucins ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.049,30%,kgCO2e/kWh,Legifrance
11668,France,Franche-Comté,70,Saulnot,Réseau de Saulnot ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.015,30%,kgCO2e/kWh,Legifrance
11669,France,Franche-Comté,70,Dampierre-sur-Linotte,Réseau de Dampierre-sur-Linotte ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.256,30%,kgCO2e/kWh,Legifrance
11670,France,Franche-Comté,70,Plancher-Bas,Réseau de Plancher-Bas ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.12,30%,kgCO2e/kWh,Legifrance
11671,France,Bourgogne,71,Chalon-sur-Saone,Réseau de Chalon ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.111,30%,kgCO2e/kWh,Legifrance
11672,France,Bourgogne,71,Montceau-les-Mines,Réseau de Montceau les mines ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.323,30%,kgCO2e/kWh,Legifrance
11673,France,Bourgogne,71,Mâcon,Réseau de Mâcon ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.297,30%,kgCO2e/kWh,Legifrance
11674,France,Bourgogne,71,Autun,Réseau d'Autun ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.07,30%,kgCO2e/kWh,Legifrance
11675,France,Bourgogne,71,Tramayes,Réseau de Tramayes ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.02,30%,kgCO2e/kWh,Legifrance
11676,France,Pays-de-la-Loire,72,Le Mans,Réseau du Mans ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.23,30%,kgCO2e/kWh,Legifrance
11677,France,Pays-de-la-Loire,72,Le Mans,Percée Centrale ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.209,30%,kgCO2e/kWh,Legifrance
11678,France,Pays-de-la-Loire,72,Le Mans-Allonnes,ZUP d'Allonnes ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.037,30%,kgCO2e/kWh,Legifrance
11679,France,Pays-de-la-Loire,72,Coulaine,Bellevue ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.243,30%,kgCO2e/kWh,Legifrance
11680,France,Rhône-Alpes,73,Chambéry,Bissy et Croix Rouge ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.149,30%,kgCO2e/kWh,Legifrance
11681,France,Rhône-Alpes,73,Macôt La Plagne,La Plagne ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.081,30%,kgCO2e/kWh,Legifrance
11682,France,Rhône-Alpes,73,Bourg Saint Maurice,Les Arcs ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.37,30%,kgCO2e/kWh,Legifrance
11683,France,Rhône-Alpes,73,Saint Etienne de Cuines,Réseau de Saint Etienne de Cuines ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.032,30%,kgCO2e/kWh,Legifrance
11684,France,Rhône-Alpes,73,Beaufort,Réseau de Beaufort ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.002,30%,kgCO2e/kWh,Legifrance
11685,France,Rhône-Alpes,73,Gilly-sur-Isère,Réseau de Gilly-sur-Isère ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.017,30%,kgCO2e/kWh,Legifrance
11686,France,Rhône-Alpes,73,Yenne,Réseau de Yenne ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.014,30%,kgCO2e/kWh,Legifrance
11687,France,Rhône-Alpes,73,La Bauche,Réseau de la Bauche ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.241,30%,kgCO2e/kWh,Legifrance
11688,France,Rhône-Alpes,74,Annecy,Novel ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.274,30%,kgCO2e/kWh,Legifrance
11689,France,Rhône-Alpes,74,Seynod,ZUP de Champ Fleury ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.045,30%,kgCO2e/kWh,Legifrance
11690,France,Rhône-Alpes,74,Annemasse,Bois Energies Annemasse ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.104,30%,kgCO2e/kWh,Legifrance
11691,France,Rhône-Alpes,74,Thonon-les-Bains,Réseau de la Rénovation ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.286,30%,kgCO2e/kWh,Legifrance
11692,France,Rhône-Alpes,74,Arracles les Carroy,Flaine ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.32,30%,kgCO2e/kWh,Legifrance
11693,France,Rhône-Alpes,74,Cluses,Réseau de la Zup des Ewues ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.212,30%,kgCO2e/kWh,Legifrance
11694,France,Rhône-Alpes,74,Faverges,ZA La Cudra ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.005,30%,kgCO2e/kWh,Legifrance
11695,France,Rhône-Alpes,74,Scionzier,ZUP de Cozets ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.225,30%,kgCO2e/kWh,Legifrance
11696,France,Rhône-Alpes,74,Avoriaz,Réseau d'Avoriaz ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.071,30%,kgCO2e/kWh,Legifrance
11697,France,Rhône-Alpes,74,Clarafond-Arcine,Réseau de Clarafond-la-Presles ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.224,30%,kgCO2e/kWh,Legifrance
11698,France,Rhône-Alpes,74,Vallorcine,Réseau de Vallorcine ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.029,30%,kgCO2e/kWh,Legifrance
11699,France,Ile-de-France,75,Paris,CPCU-Paris et communes limitrophes ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.218,30%,kgCO2e/kWh,Legifrance
11700,France,Ile-de-France,75,Paris,Réseau Climespace ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.235,30%,kgCO2e/kWh,Legifrance
11701,France,Ile-de-France,75,Paris,Réseau Climespace ,froid,2017-12-01,2019-09-01,2017-01-01,True,0.006,30%,kgCO2e/kWh,Legifrance
11702,France,Ile-de-France,75,Paris,Rue Legendre ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.325,30%,kgCO2e/kWh,Legifrance
11703,France,Haute-Normandie,76,Rouen,Curb-Bihorel ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.312,30%,kgCO2e/kWh,Legifrance
11704,France,Haute-Normandie,76,Le Havre,ZAC du Mont Gaillard ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.261,30%,kgCO2e/kWh,Legifrance
11705,France,Haute-Normandie,76,Mont Saint Aignan,Réseau de Mont Saint Aignan ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.255,30%,kgCO2e/kWh,Legifrance
11706,France,Haute-Normandie,76,Canteleu,ZUP de la Cité Verte ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.157,30%,kgCO2e/kWh,Legifrance
11707,France,Haute-Normandie,76,Petit-Quevilly,ZAC Nobel Bozel ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.064,30%,kgCO2e/kWh,Legifrance
11708,France,Haute-Normandie,76,St Etienne du Rouvray,Château Blanc ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.02,30%,kgCO2e/kWh,Legifrance
11709,France,Haute-Normandie,76,Neuville Les Dieppe,Extension Nord-Thermical ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.215,30%,kgCO2e/kWh,Legifrance
11710,France,Haute-Normandie,76,Gonfreville-l'Orcher,SECGO ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.014,30%,kgCO2e/kWh,Legifrance
11711,France,Haute-Normandie,76,Rouen,CHU Charles Nicolle ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.208,30%,kgCO2e/kWh,Legifrance
11712,France,Haute-Normandie,76,Le Havre,ZUP de Caucriauville ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.31,30%,kgCO2e/kWh,Legifrance
11713,France,Haute-Normandie,76,Le Havre,La Côte Brulée ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.231,30%,kgCO2e/kWh,Legifrance
11714,France,Haute-Normandie,76,Rouen,Réseau bois Grammont ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.02,30%,kgCO2e/kWh,Legifrance
11715,France,Haute-Normandie,76,Maromme,Réseau de Maromme ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.013,30%,kgCO2e/kWh,Legifrance
11716,France,Haute-Normandie,76,Notre-Dame-de-Gravenchon,SRGB ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.019,30%,kgCO2e/kWh,Legifrance
11717,France,Haute-Normandie,76,Neufchatel-en-Bray,Réseau de Neufchatel-en-Bray ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.038,30%,kgCO2e/kWh,Legifrance
11718,France,Ile-de-France,77,Meaux,Hôpital ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.108,30%,kgCO2e/kWh,Legifrance
11719,France,Ile-de-France,77,Meaux,Beauval-Collinet ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.093,30%,kgCO2e/kWh,Legifrance
11720,France,Ile-de-France,77,Melun,Almont-Montaigu ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.021,30%,kgCO2e/kWh,Legifrance
11721,France,Ile-de-France,77,Nemours,ZUP du mont Saint-Martin (GTNM) ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.069,30%,kgCO2e/kWh,Legifrance
11722,France,Ile-de-France,77,Dammarie-les-Lys,Réseau de Dammarie-les-Lys ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.237,30%,kgCO2e/kWh,Legifrance
11723,France,Ile-de-France,77,Avon,Centrale de la butte Monceau ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.318,30%,kgCO2e/kWh,Legifrance
11724,France,Ile-de-France,77,Le Mée-sur-Seine,Réseau du Mée-sur-Seine ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.046,30%,kgCO2e/kWh,Legifrance
11725,France,Ile-de-France,77,Vaux-le-Pénil,Réseau de Vaux-le-Pénil ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.011,30%,kgCO2e/kWh,Legifrance
11726,France,Ile-de-France,77,Coulommiers,Réseau de Coulommiers ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.0007,30%,kgCO2e/kWh,Legifrance
11727,France,Ile-de-France,77,Montereau-Fault-Yonne,ZUP de Surville ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.024,30%,kgCO2e/kWh,Legifrance
11728,France,Ile-de-France,77,Torcy,Réseau de Marne la Vallée ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.008,30%,kgCO2e/kWh,Legifrance
11729,France,Ile-de-France,77,Chelles,Réseau de Chelles ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.124,30%,kgCO2e/kWh,Legifrance
11730,France,Ile-de-France,78,Elancourt,Les Nouveaux Horizons ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.349,30%,kgCO2e/kWh,Legifrance
11731,France,Ile-de-France,78,Mantes la Jolie,Le Val Fourré ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.095,30%,kgCO2e/kWh,Legifrance
11732,France,Ile-de-France,78,Versailles,Réseau SVCU de Versailles ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.236,30%,kgCO2e/kWh,Legifrance
11733,France,Ile-de-France,78,Le Chesnay,Parly II-Le Chesnay ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.227,30%,kgCO2e/kWh,Legifrance
11734,France,Ile-de-France,78,Saint Germain en Laye,Réseau de Saint Germain en Laye ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.242,30%,kgCO2e/kWh,Legifrance
11735,France,Ile-de-France,78,Achères,Réseau d'Achères ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.096,30%,kgCO2e/kWh,Legifrance
11736,France,Ile-de-France,78,Chanteloup,ZAC de la Noe ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.319,30%,kgCO2e/kWh,Legifrance
11737,France,Ile-de-France,78,Les Mureaux,Quartier Grand Ouest et des Musiciens ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.213,30%,kgCO2e/kWh,Legifrance
11738,France,Ile-de-France,78,Vélizy-Villacoublay,Réseau de Vélizy ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.239,30%,kgCO2e/kWh,Legifrance
11739,France,Ile-de-France,78,La Celle Saint Cloud,Domaine de Beauregard-Cogecel ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.322,30%,kgCO2e/kWh,Legifrance
11740,France,Ile-de-France,78,Carrières sur Seine,Réseau de Carrières-Chatou ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.006,30%,kgCO2e/kWh,Legifrance
11741,France,Ile-de-France,78,Plaisir,Réseau de Plaisir-Resop ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.043,30%,kgCO2e/kWh,Legifrance
11742,France,Poitou-Charente,79,Niort,ZUP Le Clou Bouchet ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.202,30%,kgCO2e/kWh,Legifrance
11743,France,Poitou-Charente,79,Bressuire,Réseau de Bressuire ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.049,30%,kgCO2e/kWh,Legifrance
11744,France,Poitou-Charente,79,L'Absie,Réseau de l'Absie ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.006,30%,kgCO2e/kWh,Legifrance
11745,France,Picardie,80,Amiens,Etouvie ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.259,30%,kgCO2e/kWh,Legifrance
11746,France,Picardie,80,Montdidier,Réseau de Montdidier ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.075,30%,kgCO2e/kWh,Legifrance
11747,France,Picardie,80,Abbeville,Réseau d'Abbeville ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.106,30%,kgCO2e/kWh,Legifrance
11748,France,Midi-Pyrénées,81,Carmaux,Réseau de Carmaux ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.259,30%,kgCO2e/kWh,Legifrance
11749,France,Midi-Pyrénées,81,Mazamet,Chauffage urbain de Mazamet ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.072,30%,kgCO2e/kWh,Legifrance
11750,France,Midi-Pyrénées,81,Castres,Réseau de Castres Lameilhé ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.041,30%,kgCO2e/kWh,Legifrance
11751,France,Midi-Pyrénées,81,Gaillac,Réseau de Gaillac-ZAC de Pouille ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.04,30%,kgCO2e/kWh,Legifrance
11752,France,Midi-Pyrénées,81,Graulhet,Réseau de Graulhet ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.017,30%,kgCO2e/kWh,Legifrance
11753,France,Midi-Pyrénées,81,Alban,Réseau d'Alban ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.021,30%,kgCO2e/kWh,Legifrance
11754,France,Midi-Pyrénées,82,Montauban,Réseau de Montauban-Setmo ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.02,30%,kgCO2e/kWh,Legifrance
11755,France,Midi-Pyrénées,82,Caylus,Réseau de Caylus ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.267,30%,kgCO2e/kWh,Legifrance
11756,France,Provence-Alpes-Côte d'Azur,83,Toulon,Réseau La Beaucaire (UIOM) ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.053,30%,kgCO2e/kWh,Legifrance
11757,France,Provence-Alpes-Côte d'Azur,83,La-Seyne-sur-Mer,Berthe ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.095,30%,kgCO2e/kWh,Legifrance
11758,France,Provence-Alpes-Côte d'Azur,84,Avignon,Le Triennal ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.217,30%,kgCO2e/kWh,Legifrance
11759,France,Pays-de-la-Loire,85,La-Roche-sur-Yon,Quartier Vendée ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.314,30%,kgCO2e/kWh,Legifrance
11760,France,Pays-de-la-Loire,85,Les Herbiers,Réseau Les Herbiers ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.054,30%,kgCO2e/kWh,Legifrance
11761,France,Pays-de-la-Loire,85,Saint-Pierre-du-Chemin,Réseau de Saint-Pierre-du-Chemin ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.1855,30%,kgCO2e/kWh,Legifrance
11762,France,Poitou-Charente,86,Poitiers,ZUP des Couronneries ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.078,30%,kgCO2e/kWh,Legifrance
11763,France,Poitou-Charente,86,Civaux,Réseau de Civaux ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.067,30%,kgCO2e/kWh,Legifrance
11764,France,Limousin,87,Limoges,ZUP Val de l'Aurence ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.038,30%,kgCO2e/kWh,Legifrance
11765,France,Limousin,87,Limoges,ZAC de Beaubreuil ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.005,30%,kgCO2e/kWh,Legifrance
11766,France,Limousin,87,Limoges,Quartier de l'Hôtel de Ville ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.219,30%,kgCO2e/kWh,Legifrance
11767,France,Lorraine,88,Epinal,Plateau de la Justice ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.138,30%,kgCO2e/kWh,Legifrance
11768,France,Lorraine,88,Saint-Dié,Quartier Kellerman ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.035,30%,kgCO2e/kWh,Legifrance
11769,France,Lorraine,88,Vittel,ZAD du Haut de Fol ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.144,30%,kgCO2e/kWh,Legifrance
11770,France,Lorraine,88,Fresse sur Moselle,Réseau de Fresse sur Moselle ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.02,30%,kgCO2e/kWh,Legifrance
11771,France,Bourgogne,89,Sens,ZUP des Grahuches ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.015,30%,kgCO2e/kWh,Legifrance
11772,France,Bourgogne,89,Auxerre,ZUP de Sainte Geneviève ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.241,30%,kgCO2e/kWh,Legifrance
11773,France,Bourgogne,89,Sens,Les Chaillots ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.234,30%,kgCO2e/kWh,Legifrance
11774,France,Franche-Comté,90,Belfort,ZUP des Glacis ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.248,30%,kgCO2e/kWh,Legifrance
11775,France,Ile-de-France,91,Massy,Réseau de Massy-Antony ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.134,30%,kgCO2e/kWh,Legifrance
11776,France,Ile-de-France,91,Les Ulis,Réseau des Ulis-Thermulis ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.103,30%,kgCO2e/kWh,Legifrance
11777,France,Ile-de-France,91,Evry,Réseau d'Evry ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.168,30%,kgCO2e/kWh,Legifrance
11778,France,Ile-de-France,91,Saint-Michel-Sur-Orge,Domaine du Bois des Roches ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.262,30%,kgCO2e/kWh,Legifrance
11779,France,Ile-de-France,91,Grigny,Réseau de Grigny SOCCRAM ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.235,30%,kgCO2e/kWh,Legifrance
11780,France,Ile-de-France,91,Brétigny-sur-orge,Réseau de Brétigny-sur-Orge ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.093,30%,kgCO2e/kWh,Legifrance
11781,France,Ile-de-France,91,Dourdan,Réseau de Dourdan ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.259,30%,kgCO2e/kWh,Legifrance
11782,France,Ile-de-France,91,Bruyères-le-Chatel,CEA DIF ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.147,30%,kgCO2e/kWh,Legifrance
11783,France,Ile-de-France,91,Vigneux-sur-Seine,ZUP de la Croix Blanche ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.137,30%,kgCO2e/kWh,Legifrance
11784,France,Ile-de-France,91,Epinay-sous-Sénart,Réseau d'Epinay sous Sénart ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.068,30%,kgCO2e/kWh,Legifrance
11785,France,Ile-de-France,91,Ris-Orangis,Réseau de Ris-Orangis ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.094,30%,kgCO2e/kWh,Legifrance
11786,France,Ile-de-France,91,Sainte Geneviève des Bois,Réseaux ZUP de Saint Hubert et Louis Pergaud ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.217,30%,kgCO2e/kWh,Legifrance
11787,France,Ile-de-France,91,Corbeil-Essonnes,Les Tarterets ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.28,30%,kgCO2e/kWh,Legifrance
11788,France,Ile-de-France,91,Grigny,Réseau de Grigny COFELY ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.289,30%,kgCO2e/kWh,Legifrance
11789,France,Ile-de-France,91,Villejust,Réseau Parc d'activités ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.17627586206896553,30%,kgCO2e/kWh,Legifrance
11790,France,Ile-de-France,91,Viry-Châtillon,Réseau de Viry Châtillon ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.218,30%,kgCO2e/kWh,Legifrance
11791,France,Ile-de-France,92,Meudon la Forêt,Réseau de Meudon ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.208,30%,kgCO2e/kWh,Legifrance
11792,France,Ile-de-France,92,Clichy la Garenne,Réseau de Clichy ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.26,30%,kgCO2e/kWh,Legifrance
11793,France,Ile-de-France,92,Nanterre,ZAC Sainte-Geneviève ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.101,30%,kgCO2e/kWh,Legifrance
11794,France,Ile-de-France,92,Gennevilliers,Réseau Gennedith ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.231,30%,kgCO2e/kWh,Legifrance
11795,France,Ile-de-France,92,Chaville,Réseau de Chaville ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.224,30%,kgCO2e/kWh,Legifrance
11796,France,Ile-de-France,92,Levallois-Perret,ZAC de Levallois Perret ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.253,30%,kgCO2e/kWh,Legifrance
11797,France,Ile-de-France,92,Plessis-Robinson,Réseau du Plessis-Robinson (HLM) ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.332,30%,kgCO2e/kWh,Legifrance
11798,France,Ile-de-France,92,Levallois-Perret,ZAC du Front de Seine ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.274,30%,kgCO2e/kWh,Legifrance
11799,France,Ile-de-France,92,Châtillon-Sous-Bagneux,Réseau de Châtillon sous Bagneux Cocharec ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.212,30%,kgCO2e/kWh,Legifrance
11800,France,Ile-de-France,92,Boulogne-Billancourt,ZAC île Séguin Rives de Seine ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.214,30%,kgCO2e/kWh,Legifrance
11801,France,Ile-de-France,92,Boulogne-Billancourt,ZAC île Séguin Rives de Seine ,froid,2017-12-01,2019-09-01,2017-01-01,True,0.013,30%,kgCO2e/kWh,Legifrance
11802,France,Ile-de-France,92,Le Plessis-Robinson,Réseau du Plessis Robinson-ZIPEC ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.346,30%,kgCO2e/kWh,Legifrance
11803,France,Ile-de-France,92,Suresnes,Chauffage urbain de Suresnes ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.24,30%,kgCO2e/kWh,Legifrance
11804,France,Ile-de-France,92,Courbevoie,Réseau Soclic ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.25,30%,kgCO2e/kWh,Legifrance
11805,France,Ile-de-France,92,Courbevoie,Réseau de La Défense-Enertherm ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.244,30%,kgCO2e/kWh,Legifrance
11806,France,Ile-de-France,92,Courbevoie,Réseau de La Défense-Enertherm ,froid,2017-12-01,2019-09-01,2017-01-01,True,0.009,30%,kgCO2e/kWh,Legifrance
11807,France,Ile-de-France,92,Villeneuve-la-Garenne,Résidence Villeneuve ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.212,30%,kgCO2e/kWh,Legifrance
11808,France,Ile-de-France,92,Puteaux,Réseau Ciceo ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.235,30%,kgCO2e/kWh,Legifrance
11809,France,Ile-de-France,92,Issy-les-Moulineaux,Réseau Suc ,froid,2017-12-01,2019-09-01,2017-01-01,True,0.012,30%,kgCO2e/kWh,Legifrance
11810,France,Ile-de-France,92,Nanterre,Réseau Quartier Hoche ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.095,30%,kgCO2e/kWh,Legifrance
11811,France,Ile-de-France,92,Colombes,Réseau de la ZAC de la Marine ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.202,30%,kgCO2e/kWh,Legifrance
11812,France,Ile-de-France,92,Levallois-Perret,Réseau Cristalia ,froid,2017-12-01,2019-09-01,2017-01-01,True,0.02,30%,kgCO2e/kWh,Legifrance
11813,France,Ile-de-France,93,Saint Denis,Réseau de Saint Denis ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.177,30%,kgCO2e/kWh,Legifrance
11814,France,Ile-de-France,93,Bobigny,ZUP de Bobigny ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.217,30%,kgCO2e/kWh,Legifrance
11815,France,Ile-de-France,93,Sevran,ZAC de Sevran ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.217,30%,kgCO2e/kWh,Legifrance
11816,France,Ile-de-France,93,Neuilly-sur-Marne,ZUP des Fauvettes ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.244,30%,kgCO2e/kWh,Legifrance
11817,France,Ile-de-France,93,Villepinte,Réseau de Villepinte ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.254,30%,kgCO2e/kWh,Legifrance
11818,France,Ile-de-France,93,Aubervilliers,Pariféric ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.313,30%,kgCO2e/kWh,Legifrance
