,country,region,dept_id,city,address,heat_cycle,creation_date,modified_date,validity_date,archived,emissions,uncertainty,unit,source
11495,France,Rhône-Alpes,42,Roanne,Quartier Arsenal ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.066,30%,kgCO2e/kWh,Legifrance
11496,France,Rhône-Alpes,42,Pelussin,Quartier les Croix-Saint Jean ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.027,30%,kgCO2e/kWh,Legifrance
11497,France,Rhône-Alpes,42,Pelussin,Réseau siège CDC ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.001,30%,kgCO2e/kWh,Legifrance
11498,France,Rhône-Alpes,42,Saint-Maurice-en-Gourgois,Réseau de Saint-Maurice-en-Gourgois ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.001,30%,kgCO2e/kWh,Legifrance
11499,France,Rhône-Alpes,42,Colombier,Réseau de Colombier ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.002,30%,kgCO2e/kWh,Legifrance
11500,France,Auvergne,43,Langeac,Langeac ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.128,30%,kgCO2e/kWh,Legifrance
11501,France,Auvergne,43,Puy-en-Velay,Réseau Vert Veine ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.054,30%,kgCO2e/kWh,Legifrance
11502,France,Auvergne,43,Yssingeaux,Réseau de chaleur YES ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.356,30%,kgCO2e/kWh,Legifrance
11503,France,Auvergne,43,Dunières,Réseau de la Mairie ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.10036363636363638,30%,kgCO2e/kWh,Legifrance
11504,France,Auvergne,43,Dunières,Réseau de la Piscine ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.10036363636363638,30%,kgCO2e/kWh,Legifrance
11505,France,Auvergne,43,Pradelles,Réseau de Pradelles ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.013,30%,kgCO2e/kWh,Legifrance
11506,France,Pays-de-la-Loire,44,Nantes,Beaulieu Malakoff-Valorena ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.10876923076923078,30%,kgCO2e/kWh,Legifrance
11507,France,Pays-de-la-Loire,44,Châteaubriant,Réseau de Chateaubriant ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.073,30%,kgCO2e/kWh,Legifrance
11508,France,Pays-de-la-Loire,44,Nantes,Réseau de la Chantrerie ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.07,30%,kgCO2e/kWh,Legifrance
11509,France,Pays-de-la-Loire,44,Nantes-Saint-Herblain,ZUP de Bellevue Saint Herblain ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.123,30%,kgCO2e/kWh,Legifrance
11510,France,Pays-de-la-Loire,44,Rezé,Réseau AFUL de Rezé-Château ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.127,30%,kgCO2e/kWh,Legifrance
11511,France,Pays-de-la-Loire,44,Sainte-Luce-sur-Loire,Réseau ZAC de la Minais ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.26,30%,kgCO2e/kWh,Legifrance
11512,France,Pays-de-la-Loire,44,Saint-Julien-de-Concelles,Réseau de Saint-Julien-de-Concelles ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.066,30%,kgCO2e/kWh,Legifrance
11513,France,Centre,45,Orléans,Socos ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.085,30%,kgCO2e/kWh,Legifrance
11514,France,Centre,45,Orléans,Quartier Centre Ville et Nord ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.21,30%,kgCO2e/kWh,Legifrance
11515,France,Centre,45,Montargis,ZUP du grand clos ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.096,30%,kgCO2e/kWh,Legifrance
11516,France,Centre,45,Fleury les Aubrais,Réseau de Fleury les Aubrais ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.26,30%,kgCO2e/kWh,Legifrance
11517,France,Centre,45,Pithiviers,C. V. E Pithiviers ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.115,30%,kgCO2e/kWh,Legifrance
11518,France,Midi-Pyrénées,46,Biars dur Cere,Réseau de Biars du Cere ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.012,30%,kgCO2e/kWh,Legifrance
11519,France,Midi-Pyrénées,46,Cajarc,Réseau de Cajarc ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.005,30%,kgCO2e/kWh,Legifrance
11520,France,Midi-Pyrénées,46,Catus,Réseau de Catus ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.007,30%,kgCO2e/kWh,Legifrance
11521,France,Midi-Pyrénées,46,Caillac,Réseau de Caillac ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.021,30%,kgCO2e/kWh,Legifrance
11522,France,Midi-Pyrénées,46,Saint Germain du Bel Air,Réseau de St Germain du Bel air ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.01,30%,kgCO2e/kWh,Legifrance
11523,France,Midi-Pyrénées,46,Les-Quatre-Routes-du-Lot,Réseau de Les-Quatre-Routes-du-Lot ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.002,30%,kgCO2e/kWh,Legifrance
11524,France,Midi-Pyrénées,46,Sousceyrac,Réseau de Sousceyrac ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.01,30%,kgCO2e/kWh,Legifrance
11525,France,Midi-Pyrénées,46,Figeac,Réseau de Figeac ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.002,30%,kgCO2e/kWh,Legifrance
11526,France,Midi-Pyrénées,46,Livernon,Réseau de Livernon ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.055,30%,kgCO2e/kWh,Legifrance
11527,France,Midi-Pyrénées,46,Cahors,Réseau de Cahors ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.056,30%,kgCO2e/kWh,Legifrance
11528,France,Midi-Pyrénées,46,Thégra,Réseau de Thégra ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.003,30%,kgCO2e/kWh,Legifrance
11529,France,Midi-Pyrénées,46,Lacapelle-Marival,Réseau de Lacapelle-Marival ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.164,30%,kgCO2e/kWh,Legifrance
11530,France,Aquitaine,47,Le Passage,Novergie Sud Ouest-Sogad ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.256,30%,kgCO2e/kWh,Legifrance
11531,France,Languedoc,48,Mende,Mende ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.023,30%,kgCO2e/kWh,Legifrance
11532,France,Pays-de-la-Loire,49,Angers,Réseau d'Angers ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.03,30%,kgCO2e/kWh,Legifrance
11533,France,Pays-de-la-Loire,49,Angers,ZUP de Jeanne d'Arc ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.188,30%,kgCO2e/kWh,Legifrance
11534,France,Pays-de-la-Loire,49,Angers,CHU Angers ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.179,30%,kgCO2e/kWh,Legifrance
11535,France,Pays-de-la-Loire,49,Saumur,Chemin Vert ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.103,30%,kgCO2e/kWh,Legifrance
11536,France,Pays-de-la-Loire,49,Andrezé,Réseau de chaleur d'Andrezé ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.318,30%,kgCO2e/kWh,Legifrance
11537,France,Pays-de-la-Loire,49,Angers,Réseau d'Orgemont ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.1236923076923077,30%,kgCO2e/kWh,Legifrance
11538,France,Pays-de-la-Loire,49,Ecouflant,Réseau de chaleur d'Ecouflant ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.064,30%,kgCO2e/kWh,Legifrance
11539,France,Normandie,50,Cherbourg,ZUP d'Octeville ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.059,30%,kgCO2e/kWh,Legifrance
11540,France,Normandie,50,Cherbourg,Ilot Divette ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.141,30%,kgCO2e/kWh,Legifrance
11541,France,Normandie,50,Le Teilleul,Régie de chauffage au bois ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.052,30%,kgCO2e/kWh,Legifrance
11542,France,Champagne,51,Reims,ZUP Laon Neufchâtel ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.227,30%,kgCO2e/kWh,Legifrance
11543,France,Champagne,51,Reims,Réseau UIOM de Reims ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.256,30%,kgCO2e/kWh,Legifrance
11544,France,Champagne,51,Vitry-le-François,Vitry Habitat ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.21485714285714286,30%,kgCO2e/kWh,Legifrance
11545,France,Champagne,51,Epernay,Quartier Bernon ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.262,30%,kgCO2e/kWh,Legifrance
11546,France,Champagne,51,Reims,Croix Rouge ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.128,30%,kgCO2e/kWh,Legifrance
11547,France,Champagne,52,Chaumont,Réseau de chaleur du sud de la ville de Chaumont ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.007,30%,kgCO2e/kWh,Legifrance
11548,France,Champagne,52,Saint-Dizier,Ensemble du Vert Bois ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.186,30%,kgCO2e/kWh,Legifrance
11549,France,Champagne,52,Chaumont,La Rochotte ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.292,30%,kgCO2e/kWh,Legifrance
11550,France,Pays-de-la-Loire,53,Laval,ZUP de Nicolas ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.231,30%,kgCO2e/kWh,Legifrance
11551,France,Lorraine,54,Nancy,Nancy Energie ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.116,30%,kgCO2e/kWh,Legifrance
11552,France,Lorraine,54,Vandoeuvre-lès-Nancy,Réseau de Vandoeuvre ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.023,30%,kgCO2e/kWh,Legifrance
11553,France,Lorraine,54,Nancy,Haut du Lièvre ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.068,30%,kgCO2e/kWh,Legifrance
11554,France,Lorraine,54,Ecrouve,Réseau d'Ecrouve ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.087,30%,kgCO2e/kWh,Legifrance
11555,France,Lorraine,55,Bar le Duc,Côte Sainte Catherine ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.257,30%,kgCO2e/kWh,Legifrance
11556,France,Lorraine,55,Verdun,ZUP Anthouard ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.055,30%,kgCO2e/kWh,Legifrance
11557,France,Lorraine,55,Ligny en Barrois,Ligny en Barrois ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.055,30%,kgCO2e/kWh,Legifrance
11558,France,Bretagne,56,Lanester,Réseau de Lanester ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.028,30%,kgCO2e/kWh,Legifrance
11559,France,Bretagne,56,Hennebont,Réseau de chaleur Zac Centre ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.064,30%,kgCO2e/kWh,Legifrance
11560,France,Bretagne,56,Auray,Réseau de Gumenen ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.104,30%,kgCO2e/kWh,Legifrance
11561,France,Bretagne,56,Locminé,Réseau Liger ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.064,30%,kgCO2e/kWh,Legifrance
11562,France,Lorraine,57,Metz,Réseau de Metz ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.068,30%,kgCO2e/kWh,Legifrance
11563,France,Lorraine,57,Yutz,Réseau de la ville de Yutz ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.145,30%,kgCO2e/kWh,Legifrance
11564,France,Lorraine,57,Farébersviller,Réseau du Farébersviller ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.064,30%,kgCO2e/kWh,Legifrance
11565,France,Lorraine,57,Saint-Avold,Wenheck ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.25,30%,kgCO2e/kWh,Legifrance
11566,France,Lorraine,57,Freyming-Merlebach,Réseau de Freyming-Merlebach ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.155,30%,kgCO2e/kWh,Legifrance
11567,France,Lorraine,57,Sarreguemines,Réseau de Sarreguemines ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.257,30%,kgCO2e/kWh,Legifrance
11568,France,Lorraine,57,Forbach-Stiring-Wendel-Behren-lès-Forbach,Réseau de Holweg-Forbach-Behren ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.073,30%,kgCO2e/kWh,Legifrance
11569,France,Lorraine,57,Saint-Avold,Huchet ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.192,30%,kgCO2e/kWh,Legifrance
11570,France,Lorraine,57,Saint-Avold,Côte de la Justice ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.214,30%,kgCO2e/kWh,Legifrance
11571,France,Lorraine,57,Saint-Avold,Carrière ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.231,30%,kgCO2e/kWh,Legifrance
11572,France,Lorraine,57,Creutzwald,Réseau de chauffage de Creutzwald ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.248,30%,kgCO2e/kWh,Legifrance
11573,France,Bourgogne,58,Decize,Réseau de Decize ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.176,30%,kgCO2e/kWh,Legifrance
11574,France,Bourgogne,58,Nevers,Réseau du Banlay ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.189,30%,kgCO2e/kWh,Legifrance
11575,France,Bourgogne,58,Nevers,Réseau de Nevers ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.342,30%,kgCO2e/kWh,Legifrance
11576,France,Nord,59,Roubaix,Alma-Beaurepaire ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.083,30%,kgCO2e/kWh,Legifrance
11577,France,Nord,59,Valenciennes,Les Canonniers ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.252,30%,kgCO2e/kWh,Legifrance
11578,France,Nord,59,Sains-du-Nord,Réseau de Sains-du-Nord ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.128,30%,kgCO2e/kWh,Legifrance
11579,France,Nord,59,Villeneuve-d'Ascq,Quartier Pont de bois ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.214,30%,kgCO2e/kWh,Legifrance
11580,France,Nord,59,Villeneuve-d'Ascq,Domaine Universitaire et Scientifique ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.241,30%,kgCO2e/kWh,Legifrance
11581,France,Nord,59,Wattignies,ZUP de Wattignies-Blanc Riez ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.174,30%,kgCO2e/kWh,Legifrance
11582,France,Nord,59,Wattrelos,Réseau de Wattrelos ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.214,30%,kgCO2e/kWh,Legifrance
11583,France,Nord,59,Sin-le-Noble,ZAC des Epis ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.228,30%,kgCO2e/kWh,Legifrance
11584,France,Nord,59,Mons-en-Barœul,Monsenergie ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.232,30%,kgCO2e/kWh,Legifrance
11585,France,Nord,59,Lille,Métropole Nord ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.284,30%,kgCO2e/kWh,Legifrance
11586,France,Nord,59,Lambersart,Réseau de Lambersart ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.294,30%,kgCO2e/kWh,Legifrance
11587,France,Nord,59,Maubeuge,ZUP de la caserne joyeuse ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.237,30%,kgCO2e/kWh,Legifrance
11588,France,Nord,59,Anzin,Les rives créatives de l'Escaut ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.005,30%,kgCO2e/kWh,Legifrance
11589,France,Nord,59,Dunkerque,Energie Grand Littoral ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.1,30%,kgCO2e/kWh,Legifrance
11590,France,Nord,59,Hazebrouck,Réseau de chauffage d'Hazebrouck ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.226,30%,kgCO2e/kWh,Legifrance
11591,France,Nord,59,Lomme,Quartier Tournebride Lomme-Capinghem ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.079,30%,kgCO2e/kWh,Legifrance
11592,France,Picardie,60,Compiègne,Réseau de Compiègne ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.246,30%,kgCO2e/kWh,Legifrance
11593,France,Picardie,60,Creil,La Cavée ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.109,30%,kgCO2e/kWh,Legifrance
11594,France,Picardie,60,Nogent-sur-Oise,Quartier des Obiers ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.183,30%,kgCO2e/kWh,Legifrance
11595,France,Picardie,60,Montataire,Les Martinets ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.213,30%,kgCO2e/kWh,Legifrance
11596,France,Picardie,60,Beauvais,Réseau du Quartier Saint-Jean ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.013,30%,kgCO2e/kWh,Legifrance
11597,France,Picardie,60,Breteuil-sur-Noye,Réseau de Breteuil-sur-Noye ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.025,30%,kgCO2e/kWh,Legifrance
11598,France,Basse-Normandie,61,Alençon,Perseigne ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.055,30%,kgCO2e/kWh,Legifrance
11599,France,Basse-Normandie,61,Argentan,Quartier Nord-Route de Falaise ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.025,30%,kgCO2e/kWh,Legifrance
11600,France,Basse-Normandie,61,La Ferté-Macé,Réseau de La Ferté-Macé ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.042,30%,kgCO2e/kWh,Legifrance
11601,France,Basse-Normandie,61,L'Aigle,Recbia ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.032,30%,kgCO2e/kWh,Legifrance
11602,France,Nord,62,Avion,ZUP du quartier République ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.226,30%,kgCO2e/kWh,Legifrance
11603,France,Nord,62,Arques,Réseau de Arques ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.054,30%,kgCO2e/kWh,Legifrance
11604,France,Nord,62,Lens,ZUP de Lens ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.006,30%,kgCO2e/kWh,Legifrance
11605,France,Nord,62,Outreau,Le Portel-Outreau Engie ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.193,30%,kgCO2e/kWh,Legifrance
11606,France,Nord,62,Outreau,Le Portel-Outreau Dalkia ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.209,30%,kgCO2e/kWh,Legifrance
11607,France,Nord,62,Béthune,ZUP de Béthune ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.239,30%,kgCO2e/kWh,Legifrance
11608,France,Nord,62,Liévin,Réseau de Liévin ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.252,30%,kgCO2e/kWh,Legifrance
11609,France,Nord,62,Calais,Calais Energie ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.202,30%,kgCO2e/kWh,Legifrance
11610,France,Nord,62,Béthune,Réseau Centre Ville ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.225,30%,kgCO2e/kWh,Legifrance
11611,France,Nord,62,Achicourt,Réseau d'Achicourt ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.1,30%,kgCO2e/kWh,Legifrance
11612,France,Nord,62,Arras,Réseau d'Arras ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.224,30%,kgCO2e/kWh,Legifrance
11613,France,Nord,62,Boulogne-sur-Mer,Réseau de Boulogne-sur-Mer ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.238,30%,kgCO2e/kWh,Legifrance
11614,France,Auvergne,63,Riom,Réseau RCBE de Riom ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.064,30%,kgCO2e/kWh,Legifrance
11615,France,Auvergne,63,Clermont-Ferrand,Saint-Jacques (HLM) ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.19,30%,kgCO2e/kWh,Legifrance
11616,France,Auvergne,63,Clermont-Ferrand,ZUP de la Gauthière ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.081,30%,kgCO2e/kWh,Legifrance
11617,France,Auvergne,63,Clermont-Ferrand,Quartiers Nord ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.022,30%,kgCO2e/kWh,Legifrance
11618,France,Auvergne,63,Beaumont,ZAC du Masage ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.219,30%,kgCO2e/kWh,Legifrance
11619,France,Auvergne,63,Rochefort-Montagne,Réseau de Rochefort-Montagne ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.056,30%,kgCO2e/kWh,Legifrance
11620,France,Auvergne,63,Royat,Réseau de Royat ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.215,30%,kgCO2e/kWh,Legifrance
11621,France,Auvergne,63,Pontaumur,Réseau de Pontaumur ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.084,30%,kgCO2e/kWh,Legifrance
11622,France,Auvergne,63,Ambert,Le Coral ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.12258823529411765,30%,kgCO2e/kWh,Legifrance
11623,France,Midi-Pyrénées,65,Vic-en-Bigorre,Réseau de Vic-en-Bigorre ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.187,30%,kgCO2e/kWh,Legifrance
11624,France,Alsace,67,Strasbourg,Elsau ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.214,30%,kgCO2e/kWh,Legifrance
11625,France,Alsace,67,Strasbourg,Hautepierre ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.225,30%,kgCO2e/kWh,Legifrance
11626,France,Alsace,67,Strasbourg,L'Esplanade ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.238,30%,kgCO2e/kWh,Legifrance
11627,France,Alsace,67,Strasbourg,Eco-Quartier Brasserie Cronenbourg ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.152,30%,kgCO2e/kWh,Legifrance
11628,France,Alsace,67,Strasbourg,Hochfelden ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.07,30%,kgCO2e/kWh,Legifrance
11629,France,Alsace,67,Betschdorf,Réseau de Betschdorf ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.086,30%,kgCO2e/kWh,Legifrance
11630,France,Alsace,67,Ostwald,Cité du Wihrel ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.216,30%,kgCO2e/kWh,Legifrance
11631,France,Alsace,67,Strasbourg,Cité de l'Ill ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.1,30%,kgCO2e/kWh,Legifrance
11632,France,Alsace,67,Schiltigheim,Le Ried ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.256,30%,kgCO2e/kWh,Legifrance
11633,France,Alsace,67,Morsbronn-les-Bains,Réseau de la Communauté de Communes Sauer Pechelbronn ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.082,30%,kgCO2e/kWh,Legifrance
11634,France,Alsace,67,Lingolsheim,Réseau des Tanneries-Bohrie ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.235,30%,kgCO2e/kWh,Legifrance
11635,France,Alsace,67,Haguenau,Réseau Mars ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.023,30%,kgCO2e/kWh,Legifrance
11636,France,Alsace,67,Niederbronn-les-Bains,Réseau de Niederbronn-les-Bains ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.045,30%,kgCO2e/kWh,Legifrance
11637,France,Alsace,67,Allenwiller,Réseau d'Allenwiller ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.14566666666666667,30%,kgCO2e/kWh,Legifrance
11638,France,Alsace,67,Haguenau,Réseau de Haguenau ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.275,30%,kgCO2e/kWh,Legifrance
11639,France,Alsace,68,Colmar,Réseau de Colmar ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.052,30%,kgCO2e/kWh,Legifrance
11640,France,Alsace,68,Colmar,Montagne Verte ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.332,30%,kgCO2e/kWh,Legifrance
11641,France,Alsace,68,Didenheim,L'Illberg ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.085,30%,kgCO2e/kWh,Legifrance
11642,France,Alsace,68,Mulhouse,Porte de Bâle ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.217,30%,kgCO2e/kWh,Legifrance
11643,France,Alsace,68,Saint-Louis,Réseau de la Ville de Saint-Louis ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.10928571428571429,30%,kgCO2e/kWh,Legifrance
11644,France,Alsace,68,Cernay,Réseau de Cernay ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.106,30%,kgCO2e/kWh,Legifrance
11645,France,Alsace,68,Rixheim,Réseau de Rixheim ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.05,30%,kgCO2e/kWh,Legifrance
11646,France,Rhône-Alpes,69,Vénissieux,Les Minguettes ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.123,30%,kgCO2e/kWh,Legifrance
11647,France,Rhône-Alpes,69,Ecully,Les Sources (HLM) ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.223,30%,kgCO2e/kWh,Legifrance
11648,France,Rhône-Alpes,69,Champagne au Mont d'Or,La Duchère et Lyon 9e ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.067,30%,kgCO2e/kWh,Legifrance
11649,France,Rhône-Alpes,69,Lyon-Villeurbanne,Réseau Lyon-Villeurbanne ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.093,30%,kgCO2e/kWh,Legifrance
11650,France,Rhône-Alpes,69,Lyon-Villeurbanne,Réseau Lyon-Villeurbanne ,froid,2017-12-01,2019-09-01,2017-01-01,True,0.011,30%,kgCO2e/kWh,Legifrance
11651,France,Rhône-Alpes,69,Vaulx-en-Velin,Réseau de Vaulx-en-Velin ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.117,30%,kgCO2e/kWh,Legifrance
11652,France,Rhône-Alpes,69,Villeurbanne,Campus de la Doua ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.257,30%,kgCO2e/kWh,Legifrance
11653,France,Rhône-Alpes,69,Villeurbanne,La Perralière ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.214,30%,kgCO2e/kWh,Legifrance
11654,France,Rhône-Alpes,69,Rillieux-la-Pape,Les Semailles ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.057,30%,kgCO2e/kWh,Legifrance
11655,France,Rhône-Alpes,69,Bron,Quartier de Parilly ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.208,30%,kgCO2e/kWh,Legifrance
11656,France,Rhône-Alpes,69,Givors,Les Vernes ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.237,30%,kgCO2e/kWh,Legifrance
11657,France,Rhône-Alpes,69,Villefranche-sur-Saone,Réseau UIOM Villefranche ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.001,30%,kgCO2e/kWh,Legifrance
11658,France,Rhône-Alpes,69,Oullins,Plateau de Montmein ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.21,30%,kgCO2e/kWh,Legifrance
11659,France,Rhône-Alpes,69,Lyon,Z. H Champvert ,heat,2017-12-01,2019-09-01,2017-01-01,True,0.235,30%,kgCO2e/kWh,Legifrance
